paragraphs,question,answer
"[{'idx': 0, 'title': 'Chiến tranh Đông Dương', 'paragraph_text': 'Ngày 17 tháng 12, quân Pháp với xe tăng yểm trợ vào các đường phố Hà Nội để phá các công sự mà Việt Minh dựng trong những ngày trước đó, gây ra vụ thảm sát ở phố Hàng Bún (Hà Nội), rồi dàn quân ra chốt giữ từ cổng thành Hà Nội đến tận cầu Long Biên và bao vây gây sức ép đồn Công an quận 2 của Hà Nội. Người Việt không phản ứng. Hôm sau, Pháp ra một tối hậu thư đòi chấm dứt dựng chướng ngại vật trên phố. Chiều hôm đó, Pháp ra tối hậu thư thứ hai tuyên bố rằng từ ngày 20, quân Pháp sẽ tự mình đảm nhiệm việc trị an ở Hà Nội. Đáp lại, tối hôm đó, các lực lượng Việt Minh bắt đầu chặn mọi ngả đường từ ngoại ô vào thành phố. Sáng hôm sau (ngày 19 tháng 12), Pháp ra tối hậu thư thứ ba, đòi chính phủ Việt Nam phải đình chỉ mọi hoạt động chuẩn bị chiến tranh, tước vũ khí của quân Tự vệ tại Hà Nội, và trao cho quân đội Pháp việc duy trì an ninh trong thành phố.', 'is_supporting': False}]",Đồn Công an quận 2 đã làm gì để tạo ra sức ép lên Pháp?,'bao vây'
"[{'idx': 0, 'title': 'Karl Marx', 'paragraph_text': 'Karl Heinrich Marx (phát âm tiếng Đức: [kaːɐ̯l ˈhaɪnʀɪç ˈmaːɐ̯ks], thường được phiên âm là Các Mác trong các tài liệu tiếng Việt hoặc Hán Việt là Mã Khắc Tư; sinh 5 tháng 5 năm 1818 tại Trier, Vương quốc Phổ – mất 14 tháng 3 năm 1883 tại Luân Đôn, Vương quốc Anh) là nhà tư tưởng người Đức gốc Do thái, và cũng là nhà kinh tế, nhà lãnh đạo cách mạng của Hiệp hội Người lao động Quốc tế. Theo kết quả nghiên cứu từ Đại học Indiana tại Bloomington, Marx là học giả có ảnh hưởng nhất thế giới dựa trên số lượng nghiên cứu và độ phổ biến của các nghiên cứu.', 'is_supporting': False}]",Các Mác sinh con tại đâu?,"'Trier, Vương quốc Phổ'"
"[{'idx': 0, 'title': 'Louis XV của Pháp', 'paragraph_text': 'Năm 1765 kết thúc với một bi kịch cho hoàng gia; thái tử mắc bệnh lao. Anh ta đến gặp nhà vua tại Cung điện Containebleau. Thái tử thăng hà ngày 20 tháng 10 năm 1765. Người thừa kế sau đó là con trai Thái tử, vị vua tương lai Louis XVI, đã gần đến tuổi trưởng thành, nhưng cái chết của thái tử ảnh hưởng sâu sắc đến nhà vua. Ông viết trong di chiếu, rằng: ""Nếu trẫm có lỗi, không phải lỗi đó là do cố ý, mà là do thiếu tài năng, và không nhận được sự phò tá như trẫm mong muốn, đặc biệt là trong vấn đề tôn giáo.""', 'is_supporting': False}]",Sau khi Thái tử bị bắt giữ thì vị trí ngôi vua tương lai thuộc về ai?,'con trai Thái tử'
"[{'idx': 0, 'title': 'Giáo hoàng Gioan Phaolô II', 'paragraph_text': 'Gioan Phaolô II đã đề cao vai trò và thiên chức của người phụ nữ. Trong thư gửi phụ nữ toàn thế giời ngày 29 tháng 6 năm 1995 nhân dịp Năm Quốc tế Người Nữ, ông viết: Giáo hội có nhiều lý do để ước muốn rằng, trong kỳ Hội nghị sắp tới do Liên Hiệp Quốc tổ chức tại Bắc Kinh, người ta đưa ra ánh sáng chân lý trọn vẹn về người nữ. Ước gì người ta tán dương thật sự ""thiên tài người nữ"", lưu ý không những tới các người nữ quan trọng và danh tiếng, đã sống thời quá khứ hay còn đồng thời với chúng ta, nhưng cũng lưu tâm tới các người nữ bình thường, những người phát triển tài năng phụ nữ của mình để phục vụ những kẻ khác trong cái tầm thường hằng ngày.', 'is_supporting': False}]",Liên Hiệp Quốc đã đề cao điều gì?,'vai trò và thiên chức của người phụ nữ'
"[{'idx': 0, 'title': 'Nhu cầu', 'paragraph_text': 'Cho tới nay chưa có một định nghĩa chung nhất cho khái niệm nhu cầu. Các sách giáo khoa chuyên ngành hay các công trình nghiên cứu khoa học thường có những định nghĩa mang tính riêng biệt. Trong phạm vi nhận thức hiện tại có thể định nghĩa nhu cầu là tính chất của cơ thể sống, biểu hiện trạng thái thiếu hụt của chính cá thể đó và do đó phân biệt nó với môi trường sống. Nhu cầu tối thiểu, hay còn gọi là nhu yếu tuyệt đối, đã được lập trình qua quá trình rất lâu dài tồn tại, phát triển và tiến hóa.', 'is_supporting': False}]",Tại sao ta không thể định nghĩa nhu cầu một cách khoa học?,'Các sách giáo khoa chuyên ngành hay các công trình nghiên cứu khoa học thường có những định nghĩa mang tính riêng biệt'
"[{'idx': 0, 'title': 'Nam Đại Dương', 'paragraph_text': 'Con người đã tìm thấy năm loài moi lân, những sinh vật giáp xác nhỏ bơi tự do, ở Nam Đại Dương. Moi lân Nam Cực (Euphausia superba) là một trong số những loài động vật dồi dào nhất trên Trái Đất với tổng trọng lượng (sinh khối) cỡ khoảng 500 triệu tấn. Mỗi cá thể của loài này dài 6 cm (2,4 in) và nặng 1 gram (0,035 oz). Những bầy moi lân với mật độ 30.000 cá thể trên một m3 (35 ft m3) có thể trải dài hàng km và làm nước biển chuyển màu đỏ. Ban ngày chúng thường ở dưới sâu, tới ban đêm thì ngoi lên để ăn phiêu sinh vật. Sự tồn vong của rất nhiều loài động vật lớn phụ thuộc vào moi lân. Vào mùa đông khi mà thức ăn trở nên khan hiếm, moi lân Nam Cực trưởng thành có thể quay trở lại giai đoạn chưa trưởng thành, dùng chính cơ thể bản thân làm nguồn dinh dưỡng.', 'is_supporting': False}]",Năm loài moi lân đã được vận chuyển ở đâu?,'Nam Đại Dương'
"[{'idx': 0, 'title': 'Ukraina', 'paragraph_text': 'Năm 2004, Viktor Yanukovych, khi ấy là Thủ tướng, được tuyên bố là người chiến thắng trong cuộc bầu cử tổng thống, đã bị gian lận ở diện rộng, như Toà án Tối cao Ukraina tuyên bố sau này. Các kết quả dẫn tới một sự phản đối của công chúng ủng hộ ứng cử viên đối lập, Viktor Yushchenko, người không thừa nhận kết quả của cuộc bầu cử và lãnh đạo cuộc Cách mạng Cam hoà bình. Cuộc cách mạng đưa Viktor Yushchenko và Yulia Tymoshenko lên nắm quyền lực, biến Viktor Yanukovych thành phe đối lập. Tuy nhiên Yanukovych lại trở thành Thủ tướng năm 2006 cho tới cuộc bầu cử đột xuất vào tháng 9 năm 2007 đưa Tymoshenko lên làm Thủ tướng trở lại.', 'is_supporting': False}]",Yulia Tymoshenko khiến cách mạng phải làm gì?,'lên nắm quyền lực'
"[{'idx': 0, 'title': 'Giáo hoàng Gioan Phaolô II', 'paragraph_text': 'Ngày 9 tháng 5 năm 2005, Hồng y Jose Saraiva Martins và Tổng Giám mục Edward Nowak, tổng thư ký của Bộ Tuyên Thánh, đã viết thư gởi cho Hồng y Camillo Ruini, đại diện của giáo hoàng, để chính thức loan báo tin này. Trong ngày lễ kính Ðức mẹ Fatima 13 tháng 5 năm 2005, và cũng là ngày kỷ niệm 24 năm giáo hoàng Gioan Phaolô II bị mưu sát, giáo hoàng Benedictô XVI đích thân đọc bức thư này, trong cuộc tiếp kiến hàng giáo sĩ Roma, tại Vương cung Thánh đường Thánh Gioan Laterano - nhà thờ chính tòa của Giáo phận Roma.', 'is_supporting': False}]",Ngày lễ kính Ðức mẹ Fatima 9 tháng 5 năm 2005 cũng trùng với kỷ niệm gì?,'24 năm giáo hoàng Gioan Phaolô II bị mưu sát'
"[{'idx': 0, 'title': 'Đế quốc La Mã', 'paragraph_text': 'La Mã sau đó đã hồi phục và tiếp tục bành trướng và vượt ra ngoài biên giới của thế giới được biết đến. Dưới thời Tiberius, tướng Germanicus lại tổ chức các chiến dịch tấn công Germania trong các năm 15 - 17, nhưng không mấy thành công và chịu nhiều thiệt hại. Mặc dù vậy, để tuyên dương những trận thắng của Germanicus trước quân German trong các chiến dịch của mình, ông được Hoàng đế tổ chức lễ diễu binh khải hoàn vào năm 17. Người La Mã xâm chiếm đảo Anh vào năm 43, chiếm đóng khu vực nội địa,, và xây dựng hai căn cứ quân sự để bảo vệ vùng đất này chống lại các cuộc khởi nghĩa và những cuộc tấn công từ phía bắc.', 'is_supporting': False}]",Vì sao Hoàng đế khải hoàn lại tổ chức lễ diễu binh Tiberius vào năm 17?,'để tuyên dương những trận thắng của Germanicus trước quân German trong các chiến dịch của mình'
"[{'idx': 0, 'title': 'Người Do Thái', 'paragraph_text': 'Ở một số nơi khác, ngôn ngữ mẹ đẻ của cộng đồng Do Thái này khác biệt với ngôn ngữ mẹ đẻ của cộng đồng Do Thái khác hoặc các nhóm dân cư chiếm đa số. Chẳng hạn như là ở Quebec, đa số người Do Thái Ashkenazi nói tiếng Anh, còn người Do Thái Sephardi sử dụng tiếng Pháp làm ngôn ngữ chính. Tương tự như vậy, những người Do Thái Nam Phi sử dụng tiếng Anh thay vì tiếng Afrikaans. Do cả hai chính sách của chế độ Czarist và chế độ Liên Xô, Tiếng Nga đã thay thế tiếng Yiddish là ngôn ngữ của người Do Thái Nga, nhưng những chính sách này cũng ảnh hưởng đến các cộng đồng người Do Thái lân cận. Ngày nay, tiếng Nga là ngôn ngữ mẹ đẻ của nhiều cộng đồng người Do Thái ở một số quốc gia hậu Xô viết, chẳng hạn như Ukraine và Uzbekistan, cũng tương tự như người Do Thái Ashkenazi ở Azerbaijan, Georgia, và Tajikistan. Mặc dù các cộng đồng người Do Thái ngày nay ở Bắc Phi nhỏ và ít ỏi, người Do Thái ở đó đã chuyển từ một nhóm đa ngôn ngữ sang một ngôn ngữ đơn nhất (hoặc gần như vậy), người Do Thái nói tiếng Pháp ở Algérie, Morocco, và thành phố Tunis.', 'is_supporting': False}]","Ngày nay, tiếng Nga là ngôn ngữ thứ hai của nhiều cộng đồng người Do Thái ở những quốc gia nào?",'Ukraine và Uzbekistan'
"[{'idx': 0, 'title': 'Nam Đại Dương', 'paragraph_text': 'Chi Abatus thuộc lớp cầu gai thường đào bới những lớp trầm tích và ăn các chất dinh dưỡng mà chúng tìm được. Vùng nước Nam Cực tồn tại hai loài thuộc họ Salpidae phổ biến là Salpa thompsoni và Ihlea racovitzai. Salpa thompsoni được tìm thấy ở những nơi nước đóng băng, còn Ihlea racovitzai thì thấy tại những vùng vĩ độ cao, gần băng. Bởi giá trị dinh dưỡng thấp, chúng thường chỉ là mồi của cá. Những loài động vật lớn hơn như chim và động vật có vú ở biển chỉ lựa chọn chúng làm con mồi khi những nguồn thức ăn khác trở nên khan hiếm.', 'is_supporting': False}]",Vì sao hai loài trên chỉ lại là mồi của chim?,'Bởi giá trị dinh dưỡng thấp'
"[{'idx': 0, 'title': 'Ả Rập Xê Út', 'paragraph_text': 'Sau khi Muhammad từ trần vào năm 632, các môn đồ của ông nhanh chóng bành trướng lãnh thổ Hồi giáo ra ngoài bán đảo Ả Rập, chinh phục được lãnh thổ rộng lớn (từ bán đảo Iberia ở phía tây đến Pakistan ngày nay ở phía đông) trong khoảng vài thập niên. Kết quả là bán đảo Ả Rập nhanh chóng trở thành một khu vực ngoại biên về chính trị của thế giới Hồi giáo do trọng tâm được chuyển đến các vùng đất bị chinh phục song phát triển hơn. Từ thế kỷ X đến đầu thế kỷ XX, Mecca và Medina nằm dưới quyền kiểm soát của một quân chủ Ả Rập bản địa mang hiệu là Sharif của Mecca, tuy nhiên Sharif trong hầu hết giai đoạn này đều trung thành với một đế quốc Hồi giáo lớn đặt tại Baghdad, Cairo hoặc Istanbul. Hầu hết phần còn lại của Ả Rập Xê Út ngày nay quay lại quyền cai trị bộ lạc truyền thống.', 'is_supporting': False}]",Thế lực nằm nắm quyền quản lý Mecca và Medina trong giai đoạn từ thế kỷ X đến sau thế kỷ XX?,'Sharif'
"[{'idx': 0, 'title': 'George Washington', 'paragraph_text': 'George Washington (22 tháng 2 năm 1732 – 14 tháng 12 năm 1799) (phiên âm: Gioóc-giơ Qua-sinh-tơn) là nhà lãnh đạo chính trị và quân sự có ảnh hưởng lớn đối với quốc gia non trẻ Hoa Kỳ từ năm 1775 đến năm 1799. Ông đã lãnh đạo người Mỹ chiến thắng Vương quốc Anh trong cuộc Chiến tranh Cách mạng Mỹ với tư cách là tổng tư lệnh Lục quân Lục địa năm 1775–1783, và ông cũng đã trông coi việc viết ra Hiến pháp Hoa Kỳ năm 1787. Quốc hội nhất trí chọn lựa ông làm tổng thống đầu tiên của Hoa Kỳ (1789–1797). Phong cách lãnh đạo của ông đã có ảnh hưởng đến thể thức và lễ nghi cho chính quyền mà được sử dụng từ đó cho đến nay, thí dụ như dùng một hệ thống nội các và buổi đọc diễn văn nhậm chức. Với tư cách là tổng thống, ông đã xây dựng một chính quyền quốc gia mạnh mẽ và giàu tài chính mà đã tránh khỏi chiến tranh, dập tắt nổi loạn và chiếm được sự đồng thuận của tất cả người Mỹ. Ông hiện nay được biết như vị cha già của nước Mỹ.', 'is_supporting': False}]",Obama là ai?,'là nhà lãnh đạo chính trị và quân sự có ảnh hưởng lớn đối với quốc gia non trẻ Hoa Kỳ từ năm 1775 đến năm 1799'
